name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,notes,tags,is_verified,image_url
"Usda Commodity, Chs",281.5,18.3,0,27.2,2,,,,TRUE,
"Usda Commodity, Pork",216.26,17.18,0,15.41,0,,,,TRUE,
"Usda Commodity, Pork Sausage",226.84,18.56,0,14.95,0,,,,TRUE,
"Usda Commodity, Potato Wedges",132.6,2.2,2,2.7,25.5,,,,TRUE,
"Usda Commodity, Salmon Nuggets",189.15,10.43,0,11.97,11.85,,,,TRUE,
"Usda Commodity, Salsa",35.8,0.2,1.4,1.5,7,,,,TRUE,
"Usda Commodity, Turkey Ham",113.6,4,0,16.3,3.1,,,,TRUE,
Vanilla Extract,51.38,0.06,0,0.06,12.65,,,,TRUE,
"Vanilla Extract, Imitn",9.84,0,0,0.05,2.41,,,,TRUE,
"Veal, Breast",202.63,14.75,0,17.47,0,,,,TRUE,
"Veal, Comp Of Rtl Cuts",138.33,6.77,0,19.35,0,,,,TRUE,
"Veal, Ground",138.33,6.77,0,19.35,0,,,,TRUE,
"Veal, Leg",111.64,3.08,0,20.98,0,,,,TRUE,
"Veal, Loin",157.82,9.14,0,18.89,0,,,,TRUE,
"Veal, Rib",156.53,9.01,0,18.86,0,,,,TRUE,
"Veal, Shank",107.92,3.48,0,19.15,0,,,,TRUE,
"Veal, Shldr",126.32,5.44,0,19.34,0,,,,TRUE,
"Veal, Sirloin",146.57,7.81,0,19.07,0,,,,TRUE,
"Veal, Var Meats&By-Products",115.17,8.21,0,10.32,0,,,,TRUE,
"Vegetable Juc Cocktail, Cnd",21.53,0.09,0.8,0.63,4.55,,,,TRUE,
"Vegetable Oil, Avocado",900,100,0,0,0,,,,TRUE,
"Vegetable Oil, Coconut",900,100,0,0,0,,,,TRUE,
"Vegetable Oil, Mustard",900,100,0,0,0,,,,TRUE,
"Vegetable Oil, Oat",900,100,0,0,0,,,,TRUE,
"Vegetable Oil, Palm Kernel",900,100,0,0,0,,,,TRUE,
"Vegetable Oil, Soybn Lecithin",900,100,0,0,0,,,,TRUE,
"Vegetable Oil-Butter Sprd, Red Cal",477,53,0,0,0,,,,TRUE,
"Vegetable Oil-Butter Sprd, Tub",368,40,0,1,1,,,,TRUE,
"Vegetables, Mxd",36.45,0.25,3.8,1.42,7.13,,,,TRUE,
"Vegetables, Mxd  Cnd",36.64,0.2,3.1,1.4,7.31,,,,TRUE,
Vegetarian Fillets,290,18,6.1,23,9,,,,TRUE,
"Vermicelli, Made From Soy",330.58,0.1,3.9,0.1,82.32,,,,TRUE,
"Vinegar, Balsamic",70.08,0,0,0.49,17.03,,,,TRUE,
"Vinegar, Cider",3.72,0,0,0,0.93,,,,TRUE,
"Vinegar, Distilled",0.16,0,0,0,0.04,,,,TRUE,
"Vinegar, Red Wine",1.24,0,0,0.04,0.27,,,,TRUE,
Vinespinach,23.5,0.3,0,1.8,3.4,,,,TRUE,
Vital Wheat Gluten,372.45,1.85,0.6,75.16,13.79,,,,TRUE,
"Vitasoy Usa, Nasoya Lite Firm Tofu",53.7,1.7,0.6,8.3,1.3,,,,TRUE,
"Vitasoy Usa, Organic Nasoya Ex Firm Tofu",98.4,5.2,1.3,10.1,2.8,,,,TRUE,
"Vitasoy Usa, Organic Nasoya Firm Tofu",84.4,4.4,0.8,8.9,2.3,,,,TRUE,
"Vitasoy Usa, Organic Nasoya Super Firm Cubed Tofu",121.9,6.3,2.2,12.4,3.9,,,,TRUE,
"Vitasoy Usa, Vitasoy Lt Vanilla Soymilk",30.18,0.82,0.1,1.6,4.1,,,,TRUE,
"Vitasoy Usa, Vitasoy Organic Creamy Original Soymilk",44,1.6,0.4,2.9,4.5,,,,TRUE,
"Vitasoy Usa, Vitasoy Orgnaic Classic Original Soymilk",47,1.8,0.4,3.2,4.5,,,,TRUE,
"Walnuts, Black",666.88,59,6.8,24.06,9.91,,,,TRUE,
"Walnuts, English",702.65,65.21,6.7,15.23,13.71,,,,TRUE,
"Walrus, Liver",125,3,0,21,3.5,,,,TRUE,
"Walrus, Meat",199.2,13.6,0,19.2,0,,,,TRUE,
"Wasabi, Root",119.03,0.63,7.8,4.8,23.54,,,,TRUE,
"Water, Btld",0,0,0,0,0,,,,TRUE,
"Water, Non-Carbonated",0.6,0,0,0,0.15,,,,TRUE,
"Water, Tap",0,0,0,0,0,,,,TRUE,
"Waterchestnuts, Chinese",102.26,0.1,3,1.4,23.94,,,,TRUE,
Watercress,15.26,0.1,0.5,2.3,1.29,,,,TRUE,
Watermelon,33.99,0.15,0.4,0.61,7.55,,,,TRUE,
"Watermelon Sd Krnls, Dried",600.89,47.37,0,28.33,15.31,,,,TRUE,
Waxgourd,15.4,0.2,2.9,0.4,3,,,,TRUE,
"Waxgourd, Ckd",15.56,0.2,1,0.4,3.04,,,,TRUE,
"Weight Watchers Smart Ones, Chick Tenderloins W/ Bbq Sau",95.3,1.7,1.7,6.7,13.3,,,,TRUE,
"Whale, Beluga",271.3,21.7,0,19,0,,,,TRUE,
"Wheat Bran, Crude",358.49,4.25,42.8,15.55,64.51,,,,TRUE,
"Wheat Flour, Whole-Grain",361.91,1.87,12.2,13.7,72.57,,,,TRUE,
"Wheat Flours, Bread",352.98,1.66,2.4,11.98,72.53,,,,TRUE,
"Wheat Flr, White",355.38,0.98,2.7,10.33,76.31,,,,TRUE,
"Wheat Germ, Crude",387.28,9.72,13.2,23.15,51.8,,,,TRUE,
"Wheat, Durum",361.47,2.47,0,13.68,71.13,,,,TRUE,
"Wheat, Hard Red Spring",351,1.92,12.2,15.4,68.03,,,,TRUE,
"Wheat, Hard Red Winter",349.02,1.54,12.2,12.61,71.18,,,,TRUE,
"Wheat, Hard White",364.23,1.71,12.2,11.31,75.9,,,,TRUE,
"Wheat, Soft Red Winter",352.4,1.56,12.5,10.35,74.24,,,,TRUE,
"Wheat, Soft White",362.11,1.99,12.7,10.69,75.36,,,,TRUE,
"Wheat, Sprouted",211.51,1.27,1.1,7.49,42.53,,,,TRUE,
"Whelk, Unspec",260,0.8,0,47.68,15.52,,,,TRUE,
"Whelk, Unspecified",130,0.4,0,23.84,7.76,,,,TRUE,
"Whey, Acid",24.33,0.09,0,0.76,5.12,,,,TRUE,
"Whey, Sweet",27.2,0.36,0,0.85,5.14,,,,TRUE,
"Whipped Topping, Frz",224.3,13.1,0,3,23.6,,,,TRUE,
"Whiskey Sour Mix, Btld",86.9,0.1,0,0.1,21.4,,,,TRUE,
"Whiskey Sour Mix, Pdr",392.5,0.1,0,0.6,97.3,,,,TRUE,
"Whitefish, Mxd Sp",129.1,5.86,0,19.09,0,,,,TRUE,
"Whiting, Mixed Species",85.03,1.31,0,18.31,0,,,,TRUE,
"Whiting, Mxd Sp",109.13,1.69,0,23.48,0,,,,TRUE,
Wild Rice,368.24,1.08,6.2,14.73,74.9,,,,TRUE,
"Willow, Leaves In Oil",591.8,61,0,2.6,8.1,,,,TRUE,
"Willow, Young Leaves",121.6,1.6,0,6.1,20.7,,,,TRUE,
"Wine, Non-Alcoholic",6.4,0,0,0.5,1.1,,,,TRUE,
Winged Bean Leaves,89.7,1.1,0,5.85,14.1,,,,TRUE,
Winged Bean Tuber,166.9,0.9,0,11.6,28.1,,,,TRUE,
"Winged Bean, Immat Seeds",40.02,0.66,0,5.31,3.21,,,,TRUE,
"Winged Bns, Immat Seeds",52.87,0.87,0,6.95,4.31,,,,TRUE,
"Winged Bns, Mature Seeds",432.32,16.32,0,29.65,41.71,,,,TRUE,
"Wolffish, Atlantic",91.51,2.39,0,17.5,0,,,,TRUE,
"Worthington Chic-Ketts, Frz",204.48,9.16,3.7,25.91,4.6,,,,TRUE,
"Worthington Chili, Cnd",123.02,4.22,3.4,10.39,10.87,,,,TRUE,
"Worthington Choplets, Cnd",103.07,1.03,2.8,19.39,4.06,,,,TRUE,
"Worthington Diced Chik, Cnd",79.65,0.65,1.4,14.71,3.74,,,,TRUE,
"Worthington Dinner Rst, Frz",213.14,13.5,3.1,16.04,6.87,,,,TRUE,
"Worthington Frichik, Cnd",160.13,10.33,1.5,13.43,3.36,,,,TRUE,
"Worthington Fripats, Frz",208.8,9.12,2.8,23.73,7.95,,,,TRUE,
"Worthington Lofat Fri Chik, Cnd",101.5,2.74,1,14.31,4.9,,,,TRUE,
"Worthington Lofat Veja-Links, Cnd",123.3,4.78,1.2,15.79,4.28,,,,TRUE,
"Worthington Meatless Chick, Frz",153.35,7.99,2.4,16.08,4.28,,,,TRUE,
"Worthington Meatless Corned Bf, Frz",244.19,14.47,4.7,18.62,9.87,,,,TRUE,
"Worthington Multigrain Cutlets, Cnd",108.1,1.3,3.1,18.1,6,,,,TRUE,
"Worthington Prime Stakes, Cnd",135.43,7.19,1.4,10.16,7.52,,,,TRUE,
"Worthington Prosage Links, Frz",142.92,4.68,2.8,20.17,5.03,,,,TRUE,
"Worthington Saucettes, Cnd",219.03,15.19,2.8,14.99,5.59,,,,TRUE,
"Worthington Smoked Turkey, Frz",250.96,16.12,1.1,18.54,7.93,,,,TRUE,
"Worthington Stakelets, Frz",210.55,10.39,2.8,19.7,9.56,,,,TRUE,
"Worthington Stripples, Frz",346.2,26.6,5.1,12.4,14.3,,,,TRUE,
"Worthington Super Links, Cnd",218.89,15.45,1.8,14.46,5.5,,,,TRUE,
"Worthington Turkee Slices, Cnd",202.47,13.55,0,14.5,5.63,,,,TRUE,
"Worthington Veg Skallops, Cnd",108.51,1.19,3.4,19.89,4.56,,,,TRUE,
"Worthington Veg Steaks, Cnd",113.36,1.16,2.2,20.68,5.05,,,,TRUE,
"Worthington Veja-Links, Cnd",155.25,8.93,3.3,14.59,4.13,,,,TRUE,
"Worthington Wham, Frz",195.77,11.29,0,17.83,5.71,,,,TRUE,
"Yachtwurst, W/ Pistachio Nuts",268.2,22.6,0,14.8,1.4,,,,TRUE,
Yam,119.17,0.17,4.1,1.53,27.88,,,,TRUE,
"Yam, Ckd",117.14,0.14,3.9,1.49,27.48,,,,TRUE,
Yambean,38.97,0.09,4.9,0.72,8.82,,,,TRUE,
"Yambean, Ckd",38.97,0.09,0,0.72,8.82,,,,TRUE,
Yardlong Bean,48.2,0.4,0,2.8,8.35,,,,TRUE,
"Yardlong Bean, Ckd",47.74,0.1,0,2.53,9.18,,,,TRUE,
"Yardlong Bns, Mature Seeds",356.75,1.31,11,24.33,61.91,,,,TRUE,
"Yardlong Bns, Yardlong",121.57,0.45,3.8,8.29,21.09,,,,TRUE,
Yautia,103.96,0.4,1.5,1.46,23.63,,,,TRUE,
Yeast Extract Spread,158.4,0,3,27.8,11.8,,,,TRUE,
"Yellowtail, Mxd Sp",139.72,5.24,0,23.14,0,,,,TRUE,
"Yogurt, Choc",108.24,0,1.2,3.53,23.53,,,,TRUE,
"Yogurt, Fruit",106.53,1.41,0,4.86,18.6,,,,TRUE,
"Yogurt, Fruit Var",95.4,0.2,0,4.4,19,,,,TRUE,
"Yogurt, Pln",63.11,1.55,0,5.25,7.04,,,,TRUE,
"Yogurt, Van Or Lem Flav",47.06,0.18,0,3.86,7.5,,,,TRUE,
"Yogurt, Vanilla",86.17,1.25,0,4.93,13.8,,,,TRUE,
Zwieback,424.5,9.7,2.5,10.1,74.2,,,,TRUE,
